employee_id,recommended_course,target_skill,cosine_score,importance_score,weighted_score,rank,engine_version
12,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
12,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
13,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
13,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
13,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
14,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
14,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
14,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
15,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
15,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
15,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,3,v3
16,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
16,Advanced Microsoft Excel Masterclass,Microsoft Excel,0.6717683672904968,4.39464493597206,0.6595740091479589,2,v3
16,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
18,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
18,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
18,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
19,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
19,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
19,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
20,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
20,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
20,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
21,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
21,Advanced Microsoft Excel Masterclass,Microsoft Visual Basic,0.39220210909843445,4.0,0.37867789843986777,2,v3
21,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
22,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
22,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
22,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
23,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
23,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
23,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
24,Python Programming for Data Analytics,Python,0.6116408705711365,4.5,0.6032044447701553,1,v3
24,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
24,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
26,Enterprise Resource Planning with SAP,SAP Business Objects,0.662801206111908,3.0,0.6125197353034184,1,v3
26,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
26,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
27,Enterprise Resource Planning with SAP,Enterprise application integration EAI software,0.4598567485809326,3.1333333333333333,0.42750820488765323,1,v3
27,Advanced Microsoft Excel Masterclass,Microsoft Excel,0.6717683672904968,4.39464493597206,0.6595740091479589,2,v3
27,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
28,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
28,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
28,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
30,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
30,Advanced Microsoft Excel Masterclass,Microsoft Excel,0.6717683672904968,4.39464493597206,0.6595740091479589,2,v3
30,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
31,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
31,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
31,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
32,Enterprise Resource Planning with SAP,SAP Business Objects,0.662801206111908,3.0,0.6125197353034184,1,v3
32,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
32,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
33,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
33,Email Management with Microsoft Outlook,Microsoft Exchange,0.538519561290741,3.0,0.4976663531928227,2,v3
33,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
35,C++ Object-Oriented Programming,C++,0.711704671382904,4.218181818181818,0.6935885524749756,1,v3
35,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
35,Speed Reading and Comprehension,Reading Comprehension,0.7913572788238525,3.4906263736263736,0.7473892405110989,3,v3
36,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
36,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
36,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
38,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
38,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
38,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
39,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
39,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
39,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
40,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
40,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
40,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
41,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
41,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
41,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
42,Designing High-Impact PowerPoint Presentations,Microsoft PowerPoint,0.6504054069519043,4.3116057233704295,0.6363639810839333,1,v3
42,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
42,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
45,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
45,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
45,Performance Monitoring and Quality Assurance,Monitoring,0.6809203624725342,3.3096043956043952,0.6379877530688813,3,v3
46,Designing High-Impact PowerPoint Presentations,Microsoft PowerPoint,0.6504054069519043,4.3116057233704295,0.6363639810839333,1,v3
46,Advanced Microsoft Excel Masterclass,Microsoft Visual Basic,0.39220210909843445,4.0,0.37867789843986777,2,v3
46,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
47,Designing High-Impact PowerPoint Presentations,Microsoft PowerPoint,0.6504054069519043,4.3116057233704295,0.6363639810839333,1,v3
47,Professional Document Creation in Microsoft Word,Microsoft Word,0.6755681037902832,4.103316326530612,0.6551608125480609,2,v3
47,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
49,SQL Querying for Beginners,Salesforce software,0.45659494400024414,4.204545454545454,0.4447148874635607,1,v3
49,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
49,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
51,Designing High-Impact PowerPoint Presentations,Microsoft PowerPoint,0.6504054069519043,4.3116057233704295,0.6363639810839333,1,v3
51,Professional Document Creation in Microsoft Word,Microsoft Word,0.6755681037902832,4.103316326530612,0.6551608125480609,2,v3
51,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
52,Enterprise Resource Planning with SAP,SAP Adaptive Server Enterprise,0.7143436670303345,3.0,0.6601520784969988,1,v3
52,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
52,Performance Monitoring and Quality Assurance,Monitoring,0.6809203624725342,3.3096043956043952,0.6379877530688813,3,v3
53,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
53,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
53,Speed Reading and Comprehension,Reading Comprehension,0.7913572788238525,3.4906263736263736,0.7473892405110989,3,v3
54,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
54,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
54,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
55,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
55,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
55,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
56,Enterprise Resource Planning with SAP,SAP Business One,0.698078453540802,3.0,0.6451207777549481,1,v3
56,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
56,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
57,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
57,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
57,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
58,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
58,Advanced Microsoft Excel Masterclass,Microsoft Excel,0.6717683672904968,4.39464493597206,0.6595740091479589,2,v3
58,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
60,JavaScript Web Development Essentials,JavaScript,0.6920572519302368,4.154761904761905,0.6726251024918016,1,v3
60,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
60,Speed Reading and Comprehension,Reading Comprehension,0.7913572788238525,3.4906263736263736,0.7473892405110989,3,v3
61,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
61,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
61,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
62,Enterprise Resource Planning with SAP,SAP Adaptive Server Enterprise,0.7143436670303345,3.0,0.6601520784969988,1,v3
62,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
62,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
63,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
63,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
63,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
64,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
64,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
64,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
65,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
65,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
65,Speed Reading and Comprehension,Reading Comprehension,0.7913572788238525,3.4906263736263736,0.7473892405110989,3,v3
68,C++ Object-Oriented Programming,C++,0.711704671382904,4.218181818181818,0.6935885524749756,1,v3
68,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
68,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
70,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
70,Professional Document Creation in Microsoft Word,Microsoft Word,0.6755681037902832,4.103316326530612,0.6551608125480609,2,v3
70,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
72,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
72,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
72,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
73,Designing High-Impact PowerPoint Presentations,Microsoft PowerPoint,0.6504054069519043,4.3116057233704295,0.6363639810839333,1,v3
73,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
73,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
74,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
74,Email Management with Microsoft Outlook,Microsoft Active Directory,0.40165695548057556,4.571428571428571,0.397304022958126,2,v3
74,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
75,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
75,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
75,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
76,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
76,Advanced Microsoft Excel Masterclass,Microsoft Excel,0.6717683672904968,4.39464493597206,0.6595740091479589,2,v3
76,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
77,Designing High-Impact PowerPoint Presentations,Microsoft PowerPoint,0.6504054069519043,4.3116057233704295,0.6363639810839333,1,v3
77,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
77,Effective Learning and Study Strategies,Learning Strategies,0.7836461663246155,2.7872087912087915,0.7172970220518456,3,v3
78,Enterprise Resource Planning with SAP,SAP Business Objects,0.662801206111908,3.0,0.6125197353034184,1,v3
78,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
78,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
79,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
79,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
79,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
80,Enterprise Resource Planning with SAP,SAP Business Objects,0.662801206111908,3.0,0.6125197353034184,1,v3
80,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
80,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
81,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
81,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
81,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
83,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
83,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
83,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
84,Enterprise Resource Planning with SAP,Oracle Business Intelligence Enterprise Edition,0.5856750011444092,3.0,0.5412444838162127,1,v3
84,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
84,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
85,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
85,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
85,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
86,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
86,Professional Document Creation in Microsoft Word,Microsoft Word,0.6755681037902832,4.103316326530612,0.6551608125480609,2,v3
86,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
88,Linux System Administration Basics,Linux,0.644400417804718,4.163934426229508,0.6265509997875156,1,v3
88,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
88,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
90,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
90,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
90,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
91,C++ Object-Oriented Programming,C++,0.711704671382904,4.218181818181818,0.6935885524749756,1,v3
91,Professional Document Creation in Microsoft Word,Microsoft Word,0.6755681037902832,4.103316326530612,0.6551608125480609,2,v3
91,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
94,SQL Querying for Beginners,Database software,0.6944124102592468,3.0,0.6417328481016489,1,v3
94,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
94,Effective Learning and Study Strategies,Learning Strategies,0.7836461663246155,2.7872087912087915,0.7172970220518456,3,v3
95,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
95,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
95,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
96,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
96,Advanced Microsoft Excel Masterclass,Microsoft Excel,0.6717683672904968,4.39464493597206,0.6595740091479589,2,v3
96,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
97,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
97,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
97,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
98,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
98,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
98,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
100,JavaScript Web Development Essentials,JavaScript,0.6920572519302368,4.154761904761905,0.6726251024918016,1,v3
100,Professional Document Creation in Microsoft Word,Microsoft Word,0.6755681037902832,4.103316326530612,0.6551608125480609,2,v3
100,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
101,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
101,Advanced Microsoft Excel Masterclass,Microsoft Excel,0.6717683672904968,4.39464493597206,0.6595740091479589,2,v3
101,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
102,SQL Querying for Beginners,Oracle Database,0.4915977716445923,4.011494252873563,0.47487994017130414,1,v3
102,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
102,Critical Thinking and Analytical Problem Solving,Critical Thinking,0.8358204960823059,3.517912087912088,0.7903257634793326,3,v3
103,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
103,IBM Notes Collaboration and Email,IBM Notes,0.7330333590507507,3.0,0.677423931812418,2,v3
103,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
104,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
104,Email Management with Microsoft Outlook,Microsoft Outlook,0.7693076729774475,4.2912772585669785,0.7520521737704767,2,v3
104,Continuous Learning Strategies,Active Learning,0.8114772439002991,3.121824175824176,0.7540075583535824,3,v3
105,Enterprise Resource Planning with SAP,Integrated development environment IDE software,0.3720942437648773,3.0,0.3438664045827142,1,v3
105,Advanced Microsoft Excel Masterclass,Microsoft Excel,0.6717683672904968,4.39464493597206,0.6595740091479589,2,v3
105,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
106,JavaScript Web Development Essentials,JavaScript,0.6920572519302368,4.154761904761905,0.6726251024918016,1,v3
106,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
106,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
107,FileMaker Pro Database Development,FileMaker Pro,0.8307403922080994,3.0,0.7677187072819678,1,v3
107,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
107,Effective Communication and Active Listening,Active Listening,0.8550388813018799,3.596,0.8112608905792237,3,v3
110,Enterprise Resource Planning with SAP,SAP software,0.7140014171600342,4.11660777385159,0.6928258420489397,1,v3
110,Microsoft Office Suite Productivity Boost,Microsoft Office software,0.7261216044425964,4.470012239902081,0.7152051094650734,2,v3
