employee_id,job_role,onet_soc_code,missing_skill,importance_score
10,Laboratory Technician,29-2012.00,Quality control software,3.0
10,Laboratory Technician,29-2012.00,Reimbursement screening software,3.0
10,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,3.0
10,Laboratory Technician,29-2012.00,Test routing software,3.0
11,Laboratory Technician,29-2012.00,Reading Comprehension,3.75
11,Laboratory Technician,29-2012.00,Science,3.0
11,Laboratory Technician,29-2012.00,Critical Thinking,3.25
11,Laboratory Technician,29-2012.00,Active Learning,3.0
11,Laboratory Technician,29-2012.00,Learning Strategies,2.75
11,Laboratory Technician,29-2012.00,Billing software,3.0
11,Laboratory Technician,29-2012.00,Database software,3.0
11,Laboratory Technician,29-2012.00,Email software,3.0
11,Laboratory Technician,29-2012.00,FileMaker Pro,3.0
11,Laboratory Technician,29-2012.00,Hematology laboratory workflow management software,3.0
11,Laboratory Technician,29-2012.00,Medical digital imaging software,3.0
11,Laboratory Technician,29-2012.00,MEDITECH software,4.0
11,Laboratory Technician,29-2012.00,Microscopic image capturing software,3.0
11,Laboratory Technician,29-2012.00,Microsoft Excel,5.0
11,Laboratory Technician,29-2012.00,Microsoft Office software,5.0
11,Laboratory Technician,29-2012.00,Microsoft Outlook,4.0
11,Laboratory Technician,29-2012.00,National Instruments LabVIEW,3.0
11,Laboratory Technician,29-2012.00,Quizlet,3.0
11,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,3.0
12,Manufacturing Director,11-3051.00,Writing,3.38
12,Manufacturing Director,11-3051.00,Critical Thinking,4.0
12,Manufacturing Director,11-3051.00,Active Learning,3.62
12,Manufacturing Director,11-3051.00,Learning Strategies,3.75
12,Manufacturing Director,11-3051.00,Adobe Acrobat,4.0
12,Manufacturing Director,11-3051.00,Apple Final Cut Pro,3.0
12,Manufacturing Director,11-3051.00,Autodesk AutoCAD,4.0
12,Manufacturing Director,11-3051.00,CitectSCADA Reports,3.0
12,Manufacturing Director,11-3051.00,Clockware,3.0
12,Manufacturing Director,11-3051.00,Computer integrated manufacturing CIM time manager software,3.0
12,Manufacturing Director,11-3051.00,Computerized maintenance management system CMMS,3.0
12,Manufacturing Director,11-3051.00,Distributed control system DCS,3.0
12,Manufacturing Director,11-3051.00,Eko,3.0
12,Manufacturing Director,11-3051.00,Exact Software JobBOSS,3.0
12,Manufacturing Director,11-3051.00,Financial planning software,3.0
12,Manufacturing Director,11-3051.00,IBM Notes,3.0
12,Manufacturing Director,11-3051.00,Intuit QuickBooks,4.0
12,Manufacturing Director,11-3051.00,Landtec System Software LFG Pro,3.0
12,Manufacturing Director,11-3051.00,Microsoft Office software,5.0
12,Manufacturing Director,11-3051.00,Microsoft PowerPoint,5.0
12,Manufacturing Director,11-3051.00,Microsoft Project,4.0
12,Manufacturing Director,11-3051.00,Microsoft Word,4.0
12,Manufacturing Director,11-3051.00,NetSuite ERP,3.0
12,Manufacturing Director,11-3051.00,Plant management software,3.0
12,Manufacturing Director,11-3051.00,QUMAS quality management solution software,3.0
12,Manufacturing Director,11-3051.00,SAP Business Objects,3.0
12,Manufacturing Director,11-3051.00,SAP software,5.0
12,Manufacturing Director,11-3051.00,Scadex Technologies MAESTRO,3.0
12,Manufacturing Director,11-3051.00,Schneider Electric CitectSCADA,3.0
12,Manufacturing Director,11-3051.00,Web browser software,3.0
12,Manufacturing Director,11-3051.00,WorkSchedule.net,3.0
13,Healthcare Representative,29-2099.08,Writing,3.12
13,Healthcare Representative,29-2099.08,Speaking,4.0
13,Healthcare Representative,29-2099.08,Science,1.75
13,Healthcare Representative,29-2099.08,Critical Thinking,3.75
13,Healthcare Representative,29-2099.08,Active Learning,3.12
13,Healthcare Representative,29-2099.08,"Admissions, discharge, and transfer ADT software",3.0
13,Healthcare Representative,29-2099.08,Complaint management software,3.0
13,Healthcare Representative,29-2099.08,Data entry software,3.0
13,Healthcare Representative,29-2099.08,Database software,3.0
13,Healthcare Representative,29-2099.08,eClinicalWorks EHR software,4.0
13,Healthcare Representative,29-2099.08,Epic Systems,5.0
13,Healthcare Representative,29-2099.08,FaceTime,3.0
13,Healthcare Representative,29-2099.08,Google Docs,4.0
13,Healthcare Representative,29-2099.08,Healthcare common procedure coding system HCPCS,3.0
13,Healthcare Representative,29-2099.08,Henry Schein Dentrix,4.0
13,Healthcare Representative,29-2099.08,Medical condition coding software,3.0
13,Healthcare Representative,29-2099.08,Medical procedure coding software,3.0
13,Healthcare Representative,29-2099.08,MEDITECH software,4.0
13,Healthcare Representative,29-2099.08,Microsoft Dynamics,3.0
13,Healthcare Representative,29-2099.08,Microsoft Excel,5.0
13,Healthcare Representative,29-2099.08,Microsoft Office software,5.0
13,Healthcare Representative,29-2099.08,Microsoft Outlook,5.0
13,Healthcare Representative,29-2099.08,Microsoft Word,4.0
13,Healthcare Representative,29-2099.08,Patient satisfaction assessment software,3.0
13,Healthcare Representative,29-2099.08,Prognosis Solutions ResolvPRM,3.0
14,Laboratory Technician,29-2012.00,Reading Comprehension,3.75
14,Laboratory Technician,29-2012.00,Active Listening,3.62
14,Laboratory Technician,29-2012.00,Writing,3.0
14,Laboratory Technician,29-2012.00,Science,3.0
14,Laboratory Technician,29-2012.00,Critical Thinking,3.25
14,Laboratory Technician,29-2012.00,Monitoring,3.0
14,Laboratory Technician,29-2012.00,Billing software,3.0
14,Laboratory Technician,29-2012.00,Commercial plate reader software,3.0
14,Laboratory Technician,29-2012.00,Database software,3.0
14,Laboratory Technician,29-2012.00,Electronic medical record EMR software,3.0
14,Laboratory Technician,29-2012.00,Laboratory information system LIS,3.0
14,Laboratory Technician,29-2012.00,Medical system integration software,3.0
14,Laboratory Technician,29-2012.00,MEDITECH software,4.0
14,Laboratory Technician,29-2012.00,Microsoft Excel,5.0
14,Laboratory Technician,29-2012.00,Microsoft Office software,5.0
14,Laboratory Technician,29-2012.00,Minitab,3.0
14,Laboratory Technician,29-2012.00,National Instruments LabVIEW,3.0
14,Laboratory Technician,29-2012.00,Quality control software,3.0
14,Laboratory Technician,29-2012.00,Reimbursement screening software,3.0
14,Laboratory Technician,29-2012.00,SAP software,4.0
14,Laboratory Technician,29-2012.00,Specimen tracking software,3.0
14,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,3.0
14,Laboratory Technician,29-2012.00,Test result delivery software,3.0
15,Laboratory Technician,29-2012.00,Mathematics,2.75
15,Laboratory Technician,29-2012.00,Science,3.0
15,Laboratory Technician,29-2012.00,Database software,3.0
15,Laboratory Technician,29-2012.00,FileMaker Pro,3.0
15,Laboratory Technician,29-2012.00,Google Docs,4.0
15,Laboratory Technician,29-2012.00,IBM Notes,3.0
15,Laboratory Technician,29-2012.00,Microsoft Word,4.0
15,Laboratory Technician,29-2012.00,National Instruments LabVIEW,3.0
15,Laboratory Technician,29-2012.00,Reimbursement screening software,3.0
15,Laboratory Technician,29-2012.00,SAP software,4.0
15,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,3.0
15,Laboratory Technician,29-2012.00,Test routing software,3.0
16,Research Scientist,19-1042.00,Active Listening,4.0
16,Research Scientist,19-1042.00,Writing,4.25
16,Research Scientist,19-1042.00,Speaking,4.12
16,Research Scientist,19-1042.00,Science,4.12
16,Research Scientist,19-1042.00,Critical Thinking,4.0
16,Research Scientist,19-1042.00,Adobe Photoshop,4.0
16,Research Scientist,19-1042.00,BioArray Software Environment BASE,3.0
16,Research Scientist,19-1042.00,Database software,3.0
16,Research Scientist,19-1042.00,ESRI ArcGIS software,4.0
16,Research Scientist,19-1042.00,Integrated development environment IDE software,3.0
16,Research Scientist,19-1042.00,Medical Scientists HybridAI,3.0
16,Research Scientist,19-1042.00,Microsoft Dynamics,3.0
16,Research Scientist,19-1042.00,Microsoft Excel,5.0
16,Research Scientist,19-1042.00,Microsoft Exchange,3.0
16,Research Scientist,19-1042.00,Microsoft Visual Basic,4.0
16,Research Scientist,19-1042.00,National Instruments LabVIEW,3.0
16,Research Scientist,19-1042.00,PerkinElmer TurboMass,3.0
16,Research Scientist,19-1042.00,R,5.0
16,Research Scientist,19-1042.00,StataCorp Stata,3.0
16,Research Scientist,19-1042.00,Statistical software,3.0
16,Research Scientist,19-1042.00,The MathWorks MATLAB,4.0
16,Research Scientist,19-1042.00,Thermo ToxLab,3.0
16,Research Scientist,19-1042.00,UNIX,4.0
18,Laboratory Technician,29-2012.00,Reading Comprehension,3.75
18,Laboratory Technician,29-2012.00,Active Listening,3.62
18,Laboratory Technician,29-2012.00,Writing,3.0
18,Laboratory Technician,29-2012.00,Mathematics,2.75
18,Laboratory Technician,29-2012.00,Science,3.0
18,Laboratory Technician,29-2012.00,Active Learning,3.0
18,Laboratory Technician,29-2012.00,Monitoring,3.0
18,Laboratory Technician,29-2012.00,Database software,3.0
18,Laboratory Technician,29-2012.00,Google Docs,4.0
18,Laboratory Technician,29-2012.00,IBM Notes,3.0
18,Laboratory Technician,29-2012.00,Laboratory information system LIS,3.0
18,Laboratory Technician,29-2012.00,MEDITECH software,4.0
18,Laboratory Technician,29-2012.00,Microscopic image capturing software,3.0
18,Laboratory Technician,29-2012.00,Microsoft Excel,5.0
18,Laboratory Technician,29-2012.00,Microsoft Office software,5.0
18,Laboratory Technician,29-2012.00,Microsoft Outlook,4.0
18,Laboratory Technician,29-2012.00,Quality control software,3.0
18,Laboratory Technician,29-2012.00,Quizlet,3.0
18,Laboratory Technician,29-2012.00,Reimbursement screening software,3.0
18,Laboratory Technician,29-2012.00,Specimen tracking software,3.0
18,Laboratory Technician,29-2012.00,Sunquest Information Systems Sunquest Laboratory,3.0
18,Laboratory Technician,29-2012.00,Test result delivery software,3.0
19,Laboratory Technician,29-2012.00,Active Listening,3.62
19,Laboratory Technician,29-2012.00,Mathematics,2.75
19,Laboratory Technician,29-2012.00,Science,3.0
19,Laboratory Technician,29-2012.00,Commercial plate reader software,3.0
19,Laboratory Technician,29-2012.00,Electronic medical record EMR software,3.0
19,Laboratory Technician,29-2012.00,Email software,3.0
19,Laboratory Technician,29-2012.00,FileMaker Pro,3.0
19,Laboratory Technician,29-2012.00,Google Docs,4.0
19,Laboratory Technician,29-2012.00,Laboratory information system LIS,3.0
19,Laboratory Technician,29-2012.00,Medical digital imaging software,3.0
19,Laboratory Technician,29-2012.00,MEDITECH software,4.0
19,Laboratory Technician,29-2012.00,Microscopic image capturing software,3.0
19,Laboratory Technician,29-2012.00,Microsoft Office software,5.0
19,Laboratory Technician,29-2012.00,Reimbursement screening software,3.0
19,Laboratory Technician,29-2012.00,Specimen tracking software,3.0
19,Laboratory Technician,29-2012.00,Test result delivery software,3.0
20,Manufacturing Director,11-3051.00,Reading Comprehension,3.88
20,Manufacturing Director,11-3051.00,Speaking,4.0
20,Manufacturing Director,11-3051.00,Active Learning,3.62
20,Manufacturing Director,11-3051.00,ABB Optimize IT Predict & Control,3.0
20,Manufacturing Director,11-3051.00,Adobe Acrobat,4.0
20,Manufacturing Director,11-3051.00,Adobe Photoshop,4.0
20,Manufacturing Director,11-3051.00,Autodesk AutoCAD,4.0
20,Manufacturing Director,11-3051.00,AVEVA InTouch HMI,3.0
20,Manufacturing Director,11-3051.00,Citect IIM,3.0
20,Manufacturing Director,11-3051.00,Computer integrated manufacturing CIM warehouse shipping manager software,3.0
20,Manufacturing Director,11-3051.00,IBM Notes,3.0
20,Manufacturing Director,11-3051.00,IBM Rational ClearQuest,3.0
20,Manufacturing Director,11-3051.00,Landfill gas analysis software,3.0
20,Manufacturing Director,11-3051.00,Microsoft Outlook,5.0
20,Manufacturing Director,11-3051.00,Microsoft PowerPoint,5.0
20,Manufacturing Director,11-3051.00,NetSuite ERP,3.0
20,Manufacturing Director,11-3051.00,Prosys Open Platform Communications unified architecture software,3.0
20,Manufacturing Director,11-3051.00,PTC Creo Parametric,3.0
20,Manufacturing Director,11-3051.00,SAP software,5.0
20,Manufacturing Director,11-3051.00,Statistical process control SPC software,3.0
20,Manufacturing Director,11-3051.00,Web browser software,3.0
20,Manufacturing Director,11-3051.00,YouTube,3.0
21,Research Scientist,19-1042.00,Active Listening,4.0
21,Research Scientist,19-1042.00,Speaking,4.12
21,Research Scientist,19-1042.00,Science,4.12
21,Research Scientist,19-1042.00,Critical Thinking,4.0
21,Research Scientist,19-1042.00,Learning Strategies,3.38
21,Research Scientist,19-1042.00,Monitoring,3.62
21,Research Scientist,19-1042.00,Adobe Photoshop,4.0
21,Research Scientist,19-1042.00,Database software,3.0
21,Research Scientist,19-1042.00,FileMaker Pro,3.0
21,Research Scientist,19-1042.00,IBM SPSS Statistics,4.0
21,Research Scientist,19-1042.00,Integrated development environment IDE software,3.0
21,Research Scientist,19-1042.00,Linux,4.0
21,Research Scientist,19-1042.00,Medical Scientists HybridAI,3.0
21,Research Scientist,19-1042.00,Medical Scientists MediSave,3.0
21,Research Scientist,19-1042.00,Microsoft Dynamics,3.0
21,Research Scientist,19-1042.00,Microsoft Publisher,3.0
21,Research Scientist,19-1042.00,Microsoft Visual Basic,4.0
21,Research Scientist,19-1042.00,Minitab,3.0
21,Research Scientist,19-1042.00,R,5.0
21,Research Scientist,19-1042.00,SAS,4.0
21,Research Scientist,19-1042.00,StataCorp Stata,3.0
21,Research Scientist,19-1042.00,Statistical software,3.0
21,Research Scientist,19-1042.00,Triple G ULTRA Laboratory Information System,3.0
21,Research Scientist,19-1042.00,Waters Empower 2,3.0
21,Research Scientist,19-1042.00,Waters Millennium32,3.0
21,Research Scientist,19-1042.00,Waters Q-DIS/QM LIMS,3.0
22,Laboratory Technician,29-2012.00,Mathematics,2.75
22,Laboratory Technician,29-2012.00,Critical Thinking,3.25
22,Laboratory Technician,29-2012.00,Data entry software,3.0
22,Laboratory Technician,29-2012.00,FileMaker Pro,3.0
22,Laboratory Technician,29-2012.00,Microscopic image capturing software,3.0
22,Laboratory Technician,29-2012.00,Microsoft Excel,5.0
22,Laboratory Technician,29-2012.00,Microsoft Office software,5.0
22,Laboratory Technician,29-2012.00,Microsoft Outlook,4.0
22,Laboratory Technician,29-2012.00,National Instruments LabVIEW,3.0
22,Laboratory Technician,29-2012.00,Reimbursement screening software,3.0
22,Laboratory Technician,29-2012.00,SAP software,4.0
22,Laboratory Technician,29-2012.00,Specimen tracking software,3.0
22,Laboratory Technician,29-2012.00,Test result delivery software,3.0
23,Manager,11-1021.00,Reading Comprehension,4.0
23,Manager,11-1021.00,Active Listening,4.0
23,Manager,11-1021.00,Active Learning,3.62
23,Manager,11-1021.00,Learning Strategies,3.0
23,Manager,11-1021.00,ActionWare,3.0
23,Manager,11-1021.00,Airtable,3.0
23,Manager,11-1021.00,Amazon Web Services AWS software,4.0
23,Manager,11-1021.00,AMG Teleran SalesInSync,3.0
23,Manager,11-1021.00,Citrix cloud computing software,3.0
23,Manager,11-1021.00,Customer information control system CICS,3.0
23,Manager,11-1021.00,Database software,3.0
23,Manager,11-1021.00,Eko,3.0
23,Manager,11-1021.00,Flipgrid,3.0
23,Manager,11-1021.00,Fund accounting software,3.0
23,Manager,11-1021.00,Geographic information system GIS software,3.0
23,Manager,11-1021.00,Google Docs,4.0
23,Manager,11-1021.00,Google Slides,3.0
23,Manager,11-1021.00,GroupMe,3.0
23,Manager,11-1021.00,HEAT Software GoldMine,3.0
23,Manager,11-1021.00,HubSpot software,4.0
23,Manager,11-1021.00,IBM Cognos Impromptu,3.0
23,Manager,11-1021.00,IBM Power Systems software,3.0
23,Manager,11-1021.00,Intuit QuickBooks,4.0
23,Manager,11-1021.00,Kronos Workforce Payroll,3.0
23,Manager,11-1021.00,Kronos Workforce Timekeeper,4.0
23,Manager,11-1021.00,LinkedIn,3.0
23,Manager,11-1021.00,Microsoft Exchange,3.0
23,Manager,11-1021.00,Microsoft Office software,5.0
23,Manager,11-1021.00,Microsoft PowerPoint,5.0
23,Manager,11-1021.00,Microsoft Publisher,3.0
23,Manager,11-1021.00,Microsoft SQL Server,4.0
23,Manager,11-1021.00,Microsoft Visio,4.0
23,Manager,11-1021.00,Microsoft Visual Basic,4.0
23,Manager,11-1021.00,Microsoft Visual Basic for Applications VBA,4.0
23,Manager,11-1021.00,Microsoft Word,4.0
23,Manager,11-1021.00,MicroStrategy,3.0
23,Manager,11-1021.00,Mozilla Firefox,4.0
23,Manager,11-1021.00,Mozilla Thunderbird,3.0
23,Manager,11-1021.00,NetSuite NetCRM,3.0
23,Manager,11-1021.00,Oracle Business Intelligence Enterprise Edition,3.0
23,Manager,11-1021.00,Oracle Fusion Applications,3.0
23,Manager,11-1021.00,Oracle PeopleSoft Financials,3.0
23,Manager,11-1021.00,Personnel scheduling software,3.0
23,Manager,11-1021.00,Qlik Tech QlikView,3.0
23,Manager,11-1021.00,R,4.0
23,Manager,11-1021.00,Screencastify,3.0
23,Manager,11-1021.00,Software on Sailboats Desktop Sales Manager,3.0
23,Manager,11-1021.00,Splunk Enterprise,4.0
23,Manager,11-1021.00,Supervisory control and data acquisition SCADA software,3.0
24,Research Scientist,19-1042.00,Speaking,4.12
24,Research Scientist,19-1042.00,Mathematics,3.62
24,Research Scientist,19-1042.00,Critical Thinking,4.0
24,Research Scientist,19-1042.00,IBM SPSS Statistics,4.0
24,Research Scientist,19-1042.00,Integrated development environment IDE software,3.0
24,Research Scientist,19-1042.00,Medical Scientists HybridAI,3.0
24,Research Scientist,19-1042.00,Microsoft Dynamics,3.0
24,Research Scientist,19-1042.00,Microsoft Exchange,3.0
24,Research Scientist,19-1042.00,Microsoft Office software,5.0
24,Research Scientist,19-1042.00,Microsoft Word,4.0
24,Research Scientist,19-1042.00,PerkinElmer TurboMass,3.0
24,Research Scientist,19-1042.00,Python,4.0
24,Research Scientist,19-1042.00,SAS,4.0
24,Research Scientist,19-1042.00,Statistical software,3.0
24,Research Scientist,19-1042.00,UNIX,4.0
24,Research Scientist,19-1042.00,Waters MassLynx,3.0
