employee_id,current_skill,source
4,Hematology laboratory workflow management software,synthesized
4,Quality control software,synthesized
4,Microscopic image capturing software,synthesized
4,Quizlet,synthesized
4,Active Learning,synthesized
4,FileMaker Pro,synthesized
4,Google Docs,synthesized
4,Commercial plate reader software,synthesized
4,Learning Strategies,synthesized
4,SAP software,synthesized
4,Speaking,synthesized
5,Microsoft Dynamics,synthesized
5,Waters MassLynx,synthesized
5,Triple G ULTRA Laboratory Information System,synthesized
5,PerkinElmer TurboMass,synthesized
5,Active Listening,synthesized
5,Microsoft Visual Basic,synthesized
5,IBM Notes,synthesized
5,Speaking,synthesized
5,Adobe Photoshop,synthesized
5,Active Learning,synthesized
5,Microsoft Excel,synthesized
5,Microsoft Word,synthesized
5,Thermo ToxLab,synthesized
5,Microsoft Exchange,synthesized
5,Critical Thinking,synthesized
5,Python,synthesized
5,Reading Comprehension,synthesized
5,SAS,synthesized
5,National Instruments LabVIEW,synthesized
5,ESRI ArcGIS software,synthesized
5,Learning Strategies,synthesized
5,Science,synthesized
5,Waters Empower 2,synthesized
5,Database software,synthesized
5,Microsoft Office software,synthesized
5,Writing,synthesized
5,Mathematics,synthesized
5,Linux,synthesized
7,Monitoring,synthesized
7,Microsoft Excel,synthesized
7,Speaking,synthesized
7,Mathematics,synthesized
7,Reimbursement screening software,synthesized
7,Critical Thinking,synthesized
7,MEDITECH software,synthesized
7,Sunquest Information Systems Sunquest Laboratory,synthesized
7,Database software,synthesized
7,Active Listening,synthesized
7,Writing,synthesized
7,National Instruments LabVIEW,synthesized
7,Microsoft PowerPoint,synthesized
7,Microsoft Word,synthesized
7,Active Learning,synthesized
7,Microsoft Office software,synthesized
7,Google Docs,synthesized
7,Microsoft Outlook,synthesized
7,Minitab,synthesized
7,Hematology laboratory workflow management software,synthesized
8,Microscopic image capturing software,synthesized
8,Learning Strategies,synthesized
8,Data entry software,synthesized
8,Writing,synthesized
8,Science,synthesized
8,Test result delivery software,synthesized
8,Email software,synthesized
8,Quality control software,synthesized
8,Database software,synthesized
8,Sunquest Information Systems Sunquest Laboratory,synthesized
8,Laboratory information system LIS,synthesized
8,Reading Comprehension,synthesized
8,Electronic medical record EMR software,synthesized
8,Quizlet,synthesized
8,Microsoft Outlook,synthesized
8,Minitab,synthesized
8,Microsoft Office software,synthesized
8,Hematology laboratory workflow management software,synthesized
8,Critical Thinking,synthesized
10,Microsoft Outlook,synthesized
10,Minitab,synthesized
10,Specimen tracking software,synthesized
10,Reading Comprehension,synthesized
10,Database software,synthesized
10,Microsoft Word,synthesized
10,National Instruments LabVIEW,synthesized
10,Google Docs,synthesized
10,Billing software,synthesized
10,Active Listening,synthesized
10,FileMaker Pro,synthesized
10,Email software,synthesized
10,Quizlet,synthesized
10,Writing,synthesized
10,Active Learning,synthesized
10,MEDITECH software,synthesized
10,Commercial plate reader software,synthesized
10,Test result delivery software,synthesized
10,SAP software,synthesized
10,Mathematics,synthesized
10,IBM Notes,synthesized
10,Microscopic image capturing software,synthesized
10,Data entry software,synthesized
11,SAP software,synthesized
11,Microsoft Word,synthesized
11,Microsoft PowerPoint,synthesized
11,Quality control software,synthesized
11,Data entry software,synthesized
11,Commercial plate reader software,synthesized
11,Specimen tracking software,synthesized
11,Minitab,synthesized
11,Reimbursement screening software,synthesized
11,Speaking,synthesized
11,Electronic medical record EMR software,synthesized
11,Monitoring,synthesized
11,Mathematics,synthesized
11,Writing,synthesized
11,Google Docs,synthesized
11,Medical system integration software,synthesized
11,Laboratory information system LIS,synthesized
11,Active Listening,synthesized
11,IBM Notes,synthesized
11,Test routing software,synthesized
11,Test result delivery software,synthesized
12,YouTube,synthesized
12,Microsoft Outlook,synthesized
12,Citect IIM,synthesized
12,Minitab,synthesized
12,Active Listening,synthesized
12,Computer integrated manufacturing CIM warehouse shipping manager software,synthesized
12,Employee scheduling software,synthesized
12,AVEVA InTouch HMI,synthesized
12,Marel production system MPS,synthesized
12,Oracle PeopleSoft,synthesized
12,Employee performance management system,synthesized
12,WorkTech MAXIMO,synthesized
12,PTC Creo Parametric,synthesized
12,JamBoard,synthesized
12,Adobe Photoshop,synthesized
12,IBM Rational ClearQuest,synthesized
12,Reading Comprehension,synthesized
12,Microsoft Excel,synthesized
12,Landfill gas analysis software,synthesized
12,Monitoring,synthesized
12,Email software,synthesized
12,Statistical process control SPC software,synthesized
12,ABB Optimize IT Predict & Control,synthesized
12,Computer integrated manufacturing CIM software,synthesized
12,Adobe InDesign,synthesized
12,Speaking,synthesized
12,Industrial production manager and stock control software,synthesized
12,Adobe After Effects,synthesized
12,Mathematics,synthesized
12,FileMaker Pro,synthesized
12,Qlik Tech QlikView,synthesized
12,Database software,synthesized
12,Science,synthesized
12,Supervisory control and data acquisition SCADA software,synthesized
12,Oracle JD Edwards EnterpriseOne,synthesized
12,Prosys Open Platform Communications unified architecture software,synthesized
12,ProcessPro Premier,synthesized
13,PracticeWorks Systems Kodak WINOMS CS,synthesized
13,Web browser software,synthesized
13,CareOne CareEnsure,synthesized
13,Pemimic Patient Relations Suite,synthesized
13,Customer Expressions i-Sight,synthesized
13,Peminic Patient Safety & Quality Suite,synthesized
13,Monitoring,synthesized
13,Scheduling software,synthesized
13,rL Solutions Feedback MonitorPro,synthesized
13,Learning Strategies,synthesized
13,Mathematics,synthesized
13,Microsoft Exchange,synthesized
13,Corel WordPerfect Office Suite,synthesized
13,Electronic medical record EMR software,synthesized
13,Active Listening,synthesized
13,Manhattan Cross Cultural Group Quality Interactions,synthesized
13,Microsoft Windows,synthesized
13,IBM Notes,synthesized
13,Epic Systems software,synthesized
13,Epic EpicCare Inpatient Clinical System,synthesized
13,Reading Comprehension,synthesized
13,Microsoft Access,synthesized
13,Microsoft PowerPoint,synthesized
14,Quizlet,synthesized
14,Email software,synthesized
14,Google Docs,synthesized
14,FileMaker Pro,synthesized
14,Hematology laboratory workflow management software,synthesized
14,Mathematics,synthesized
14,Microsoft PowerPoint,synthesized
14,IBM Notes,synthesized
14,Microsoft Word,synthesized
14,Medical digital imaging software,synthesized
14,Microsoft Outlook,synthesized
14,Data entry software,synthesized
14,Test routing software,synthesized
14,Microscopic image capturing software,synthesized
14,Speaking,synthesized
14,Learning Strategies,synthesized
14,Active Learning,synthesized
15,Reading Comprehension,synthesized
15,Quizlet,synthesized
15,Writing,synthesized
15,Billing software,synthesized
15,Email software,synthesized
15,Active Listening,synthesized
15,Speaking,synthesized
15,Monitoring,synthesized
15,MEDITECH software,synthesized
15,Active Learning,synthesized
15,Test result delivery software,synthesized
15,Specimen tracking software,synthesized
15,Electronic medical record EMR software,synthesized
15,Medical system integration software,synthesized
15,Commercial plate reader software,synthesized
15,Learning Strategies,synthesized
15,Data entry software,synthesized
15,Microscopic image capturing software,synthesized
15,Microsoft Excel,synthesized
15,Minitab,synthesized
15,Critical Thinking,synthesized
15,Medical digital imaging software,synthesized
15,Microsoft PowerPoint,synthesized
15,Laboratory information system LIS,synthesized
15,Quality control software,synthesized
15,Microsoft Outlook,synthesized
15,Hematology laboratory workflow management software,synthesized
15,Microsoft Office software,synthesized
16,Microsoft Word,synthesized
16,LexisNexis,synthesized
16,Microsoft PowerPoint,synthesized
16,FileMaker Pro,synthesized
16,Microsoft Publisher,synthesized
16,Reading Comprehension,synthesized
16,Waters MassLynx,synthesized
16,IBM SPSS Statistics,synthesized
16,IBM Notes,synthesized
16,Waters Empower 2,synthesized
16,Triple G ULTRA Laboratory Information System,synthesized
16,Waters Millennium32,synthesized
16,Linux,synthesized
16,Medical Scientists MediSave,synthesized
16,Monitoring,synthesized
16,Python,synthesized
16,SAS,synthesized
16,Microsoft Office software,synthesized
16,Active Learning,synthesized
16,Minitab,synthesized
16,Learning Strategies,synthesized
16,Waters Q-DIS/QM LIMS,synthesized
16,Mathematics,synthesized
16,Microsoft Project,synthesized
18,Microsoft PowerPoint,synthesized
18,Medical digital imaging software,synthesized
18,Email software,synthesized
18,Data entry software,synthesized
18,National Instruments LabVIEW,synthesized
18,SAP software,synthesized
18,Commercial plate reader software,synthesized
18,Minitab,synthesized
18,Hematology laboratory workflow management software,synthesized
18,Electronic medical record EMR software,synthesized
18,Test routing software,synthesized
18,Learning Strategies,synthesized
18,Critical Thinking,synthesized
18,Microsoft Word,synthesized
18,Medical system integration software,synthesized
18,Speaking,synthesized
18,Billing software,synthesized
18,FileMaker Pro,synthesized
19,Quizlet,synthesized
19,Active Learning,synthesized
19,Quality control software,synthesized
19,Data entry software,synthesized
19,Microsoft Excel,synthesized
19,Medical system integration software,synthesized
19,Test routing software,synthesized
19,Hematology laboratory workflow management software,synthesized
19,Monitoring,synthesized
19,IBM Notes,synthesized
19,Learning Strategies,synthesized
19,Speaking,synthesized
19,Microsoft Word,synthesized
19,Database software,synthesized
19,Billing software,synthesized
19,Microsoft Outlook,synthesized
19,Microsoft PowerPoint,synthesized
19,SAP software,synthesized
19,National Instruments LabVIEW,synthesized
19,Reading Comprehension,synthesized
19,Sunquest Information Systems Sunquest Laboratory,synthesized
19,Critical Thinking,synthesized
19,Writing,synthesized
19,Minitab,synthesized
20,CitectSCADA Reports,synthesized
20,Financial planning software,synthesized
20,Adobe After Effects,synthesized
20,Marel production system MPS,synthesized
20,Computer integrated manufacturing CIM software,synthesized
20,Active Listening,synthesized
20,Distributed control system DCS,synthesized
20,Schneider Electric CitectSCADA,synthesized
20,Mathematics,synthesized
20,Critical Thinking,synthesized
20,Learning Strategies,synthesized
20,Clockware,synthesized
20,Employee scheduling software,synthesized
20,Intuit QuickBooks,synthesized
20,Email software,synthesized
20,Scadex Technologies MAESTRO,synthesized
20,Adobe InDesign,synthesized
20,WorkSchedule.net,synthesized
20,Qlik Tech QlikView,synthesized
20,Landtec System Software LFG Pro,synthesized
20,Microsoft Office software,synthesized
20,Supervisory control and data acquisition SCADA software,synthesized
20,Microsoft Project,synthesized
20,Eko,synthesized
20,Science,synthesized
20,Minitab,synthesized
20,WorkTech MAXIMO,synthesized
20,Exact Software JobBOSS,synthesized
20,Database software,synthesized
20,Microsoft Word,synthesized
20,Oracle PeopleSoft,synthesized
20,Industrial production manager and stock control software,synthesized
20,Apple Final Cut Pro,synthesized
20,Writing,synthesized
20,Oracle JD Edwards EnterpriseOne,synthesized
20,SAP Business Objects,synthesized
20,JamBoard,synthesized
20,FileMaker Pro,synthesized
20,QUMAS quality management solution software,synthesized
20,Computer integrated manufacturing CIM time manager software,synthesized
20,Computerized maintenance management system CMMS,synthesized
20,Monitoring,synthesized
20,Plant management software,synthesized
20,ProcessPro Premier,synthesized
20,Employee performance management system,synthesized
20,Microsoft Excel,synthesized
21,Waters MassLynx,synthesized
21,Microsoft PowerPoint,synthesized
21,Thermo ToxLab,synthesized
21,LexisNexis,synthesized
21,Microsoft Word,synthesized
21,ESRI ArcGIS software,synthesized
21,UNIX,synthesized
21,National Instruments LabVIEW,synthesized
21,BioArray Software Environment BASE,synthesized
21,The MathWorks MATLAB,synthesized
21,PerkinElmer TurboMass,synthesized
21,IBM Notes,synthesized
21,Reading Comprehension,synthesized
21,Python,synthesized
21,Microsoft Excel,synthesized
21,Microsoft Project,synthesized
21,Writing,synthesized
21,Mathematics,synthesized
21,Microsoft Office software,synthesized
21,Microsoft Exchange,synthesized
21,Active Learning,synthesized
22,Learning Strategies,synthesized
22,Email software,synthesized
22,Active Listening,synthesized
22,Microsoft PowerPoint,synthesized
22,Commercial plate reader software,synthesized
22,Active Learning,synthesized
22,Medical system integration software,synthesized
22,Science,synthesized
22,Electronic medical record EMR software,synthesized
22,Test routing software,synthesized
22,Sunquest Information Systems Sunquest Laboratory,synthesized
22,Billing software,synthesized
22,IBM Notes,synthesized
22,Quality control software,synthesized
22,Google Docs,synthesized
22,Medical digital imaging software,synthesized
22,MEDITECH software,synthesized
22,Database software,synthesized
22,Microsoft Word,synthesized
22,Hematology laboratory workflow management software,synthesized
22,Reading Comprehension,synthesized
22,Laboratory information system LIS,synthesized
22,Minitab,synthesized
22,Monitoring,synthesized
22,Quizlet,synthesized
22,Speaking,synthesized
22,Writing,synthesized
23,Microsoft Dynamics,synthesized
23,Apple Keynote,synthesized
23,Mathematics,synthesized
23,Microsoft FrontPage,synthesized
23,Oracle PeopleSoft,synthesized
23,Nagios,synthesized
23,Social media sites,synthesized
23,Microsoft Windows,synthesized
23,Datawatch Monarch,synthesized
23,Google Drive,synthesized
23,LSA Visual Easy Lean,synthesized
23,Payroll software,synthesized
23,Speaking,synthesized
23,IBM Domino,synthesized
23,Puppet,synthesized
23,Critical Thinking,synthesized
23,Blackbaud The Raiser's Edge,synthesized
23,Yardi software,synthesized
23,SAP software,synthesized
23,Oracle JD Edwards EnterpriseOne,synthesized
23,Science,synthesized
23,Oracle Primavera Enterprise Project Portfolio Management,synthesized
23,Tax software,synthesized
23,Adobe Photoshop,synthesized
23,Avidian Technologies Prophet,synthesized
23,NortonLifeLock cybersecurity software,synthesized
23,vtiger CRM,synthesized
23,Microsoft Dynamics GP,synthesized
23,Google Analytics,synthesized
23,Microsoft Project,synthesized
23,Apple macOS,synthesized
23,Microsoft Internet Explorer,synthesized
23,Slack,synthesized
23,Minitab,synthesized
23,Google Ads,synthesized
23,Medical condition coding software,synthesized
23,The MathWorks MATLAB,synthesized
23,Savant MobileRanger,synthesized
23,Sage MAS 500,synthesized
23,Microsoft Access,synthesized
23,Dropbox,synthesized
23,Sage 50 Accounting,synthesized
23,Extensible markup language XML,synthesized
23,Oracle Solaris,synthesized
23,Act!,synthesized
23,Oracle Eloqua,synthesized
23,IBM SPSS Statistics,synthesized
23,Realization Streamliner,synthesized
23,SAS,synthesized
23,InnQuest Software roomMaster,synthesized
23,Salesforce software,synthesized
23,IBM InfoSphere DataStage,synthesized
23,Microsoft SharePoint,synthesized
23,Microsoft Outlook,synthesized
23,Apple Final Cut Pro,synthesized
23,Atlassian Confluence,synthesized
23,Oracle E-Business Suite Financials,synthesized
23,Sugar CRM,synthesized
23,Facebook,synthesized
23,NetSuite ERP,synthesized
23,LexisNexis,synthesized
23,Autodesk AutoCAD,synthesized
23,YouTube,synthesized
23,Shell script,synthesized
23,Oracle Hyperion,synthesized
23,Adobe Acrobat,synthesized
23,Human resource management software HRMS,synthesized
23,Salesforce.com Salesforce CRM,synthesized
23,PostgreSQL,synthesized
23,Delphi Technology,synthesized
23,SeaMonkey,synthesized
23,Microsoft OneNote,synthesized
23,SAP Business Objects,synthesized
23,FileMaker Pro,synthesized
23,Adobe Creative Cloud software,synthesized
23,Oracle Taleo,synthesized
23,Structured query language SQL,synthesized
23,Marketo Marketing Automation,synthesized
23,Evernote,synthesized
23,IBM Notes,synthesized
23,Maximizer Software Maximizer Enterprise,synthesized
23,Quest Erwin Data Modeler,synthesized
23,Tableau,synthesized
23,Apache Hadoop,synthesized
23,Microsoft Excel,synthesized
23,ADP Workforce Now,synthesized
23,Job control language JCL,synthesized
23,CNC Mastercam,synthesized
23,Siemens NX,synthesized
23,Deacom ERP,synthesized
23,Monitoring,synthesized
23,McAfee,synthesized
23,Veritas NetBackup,synthesized
23,Dynamic Energy Systems MedAct,synthesized
23,Teradata Database,synthesized
23,Atlassian JIRA,synthesized
23,Oracle Database,synthesized
23,Blackboard software,synthesized
23,Writing,synthesized
23,StataCorp Stata,synthesized
23,Vanguard Software Vanguard Sales Manager,synthesized
23,SAP Crystal Reports,synthesized
24,StataCorp Stata,synthesized
24,BioArray Software Environment BASE,synthesized
24,ESRI ArcGIS software,synthesized
24,Adobe Photoshop,synthesized
24,Database software,synthesized
24,Waters Empower 2,synthesized
24,Science,synthesized
24,Monitoring,synthesized
24,LexisNexis,synthesized
24,Reading Comprehension,synthesized
24,Microsoft Publisher,synthesized
24,Microsoft Visual Basic,synthesized
24,Active Learning,synthesized
24,Active Listening,synthesized
24,Triple G ULTRA Laboratory Information System,synthesized
24,Minitab,synthesized
24,Microsoft Excel,synthesized
24,Microsoft Project,synthesized
24,FileMaker Pro,synthesized
24,Medical Scientists MediSave,synthesized
24,The MathWorks MATLAB,synthesized
24,IBM Notes,synthesized
24,Writing,synthesized
24,R,synthesized
24,Learning Strategies,synthesized
24,Linux,synthesized
24,Thermo ToxLab,synthesized
24,National Instruments LabVIEW,synthesized
24,Microsoft PowerPoint,synthesized
26,Database software,synthesized
26,Distributed control system DCS,synthesized
26,PTC Creo Parametric,synthesized
26,Active Learning,synthesized
26,Autodesk AutoCAD,synthesized
26,NetSuite ERP,synthesized
26,Scadex Technologies MAESTRO,synthesized
26,Minitab,synthesized
26,Employee scheduling software,synthesized
26,Writing,synthesized
26,Microsoft Project,synthesized
26,Microsoft Office software,synthesized
26,Landfill gas analysis software,synthesized
26,FileMaker Pro,synthesized
26,ABB Optimize IT Predict & Control,synthesized
26,Landtec System Software LFG Pro,synthesized
26,Eko,synthesized
26,Apple Final Cut Pro,synthesized
26,Microsoft Word,synthesized
26,WorkTech MAXIMO,synthesized
26,Microsoft PowerPoint,synthesized
26,Adobe After Effects,synthesized
26,Microsoft Outlook,synthesized
26,Active Listening,synthesized
26,Microsoft Excel,synthesized
26,Adobe Photoshop,synthesized
26,Monitoring,synthesized
26,Learning Strategies,synthesized
26,Adobe InDesign,synthesized
26,JamBoard,synthesized
26,SAP software,synthesized
26,Computerized maintenance management system CMMS,synthesized
26,Computer integrated manufacturing CIM warehouse shipping manager software,synthesized
26,Oracle JD Edwards EnterpriseOne,synthesized
26,Statistical process control SPC software,synthesized
26,Financial planning software,synthesized
26,Citect IIM,synthesized
26,Oracle PeopleSoft,synthesized
26,AVEVA InTouch HMI,synthesized
26,Employee performance management system,synthesized
26,Speaking,synthesized
26,Supervisory control and data acquisition SCADA software,synthesized
27,Salesforce software,synthesized
27,Learning Strategies,synthesized
27,Monitoring,synthesized
27,Critical Thinking,synthesized
27,Writing,synthesized
27,Microsoft Outlook,synthesized
27,Microsoft Word,synthesized
27,Apple macOS,synthesized
27,Mathematics,synthesized
27,Science,synthesized
27,Microsoft PowerPoint,synthesized
27,Microsoft Office software,synthesized
27,Speaking,synthesized
27,Microsoft Dynamics,synthesized
28,Learning Strategies,synthesized
28,STATISTICA,synthesized
28,Adobe Photoshop,synthesized
28,Graphics software,synthesized
28,Web browser software,synthesized
28,R,synthesized
28,Microsoft Visio,synthesized
28,Critical Thinking,synthesized
28,SAP Business Objects,synthesized
28,Mathematics,synthesized
28,Clinical trial management software,synthesized
28,Science,synthesized
28,Oracle Database,synthesized
28,Microsoft Access,synthesized
28,SAS,synthesized
28,Microsoft PowerPoint,synthesized
30,LexisNexis,synthesized
30,The MathWorks MATLAB,synthesized
30,Active Listening,synthesized
30,Waters Millennium32,synthesized
30,Triple G ULTRA Laboratory Information System,synthesized
30,ESRI ArcGIS software,synthesized
30,IBM SPSS Statistics,synthesized
30,Speaking,synthesized
30,Microsoft Office software,synthesized
30,Microsoft Exchange,synthesized
30,Learning Strategies,synthesized
30,Science,synthesized
30,Microsoft Visual Basic,synthesized
30,Reading Comprehension,synthesized
30,IBM Notes,synthesized
30,Waters MassLynx,synthesized
30,Writing,synthesized
30,R,synthesized
30,Microsoft PowerPoint,synthesized
30,Microsoft Publisher,synthesized
30,Linux,synthesized
30,Thermo ToxLab,synthesized
30,Database software,synthesized
30,Medical Scientists HybridAI,synthesized
30,BioArray Software Environment BASE,synthesized
30,Integrated development environment IDE software,synthesized
31,Active Learning,synthesized
31,Microsoft Office software,synthesized
31,Monitoring,synthesized
31,Waters Empower 2,synthesized
31,Writing,synthesized
31,Learning Strategies,synthesized
31,Waters Q-DIS/QM LIMS,synthesized
31,Python,synthesized
31,FileMaker Pro,synthesized
31,Triple G ULTRA Laboratory Information System,synthesized
31,Waters MassLynx,synthesized
31,UNIX,synthesized
31,Speaking,synthesized
31,StataCorp Stata,synthesized
31,Statistical software,synthesized
31,Microsoft Publisher,synthesized
31,IBM SPSS Statistics,synthesized
31,ESRI ArcGIS software,synthesized
31,Critical Thinking,synthesized
32,Human resource management software HRMS,synthesized
32,Dynamic Energy Systems MedAct,synthesized
32,Microsoft Exchange,synthesized
32,IBM SPSS Statistics,synthesized
32,SAP software,synthesized
32,Critical Thinking,synthesized
32,Monitoring,synthesized
32,Autodesk AutoCAD,synthesized
32,Microsoft PowerPoint,synthesized
32,Screencastify,synthesized
32,Microsoft Project,synthesized
32,Adobe Photoshop,synthesized
32,Siemens NX,synthesized
32,Realization Streamliner,synthesized
32,Minitab,synthesized
32,Reading Comprehension,synthesized
32,Database software,synthesized
32,Writing,synthesized
32,Salesforce.com Salesforce CRM,synthesized
32,GroupMe,synthesized
32,Microsoft Access,synthesized
32,SeaMonkey,synthesized
32,Personnel scheduling software,synthesized
32,Apple Final Cut Pro,synthesized
32,FileMaker Pro,synthesized
32,ADP Workforce Now,synthesized
32,Mathematics,synthesized
32,LinkedIn,synthesized
32,Structured query language SQL,synthesized
32,MicroStrategy,synthesized
32,Vanguard Software Vanguard Sales Manager,synthesized
32,IBM Domino,synthesized
32,StataCorp Stata,synthesized
32,IBM Cognos Impromptu,synthesized
32,The MathWorks MATLAB,synthesized
32,Shell script,synthesized
32,McAfee,synthesized
32,Geographic information system GIS software,synthesized
32,Citrix cloud computing software,synthesized
32,Splunk Enterprise,synthesized
32,IBM Power Systems software,synthesized
32,Evernote,synthesized
32,Sage 50 Accounting,synthesized
32,Job control language JCL,synthesized
32,Apple Keynote,synthesized
32,LSA Visual Easy Lean,synthesized
32,Oracle Eloqua,synthesized
32,Software on Sailboats Desktop Sales Manager,synthesized
32,Eko,synthesized
32,Medical condition coding software,synthesized
32,Supervisory control and data acquisition SCADA software,synthesized
32,NortonLifeLock cybersecurity software,synthesized
32,Act!,synthesized
32,PostgreSQL,synthesized
32,Microsoft Dynamics GP,synthesized
32,Yardi software,synthesized
32,Oracle Taleo,synthesized
32,Dropbox,synthesized
32,SAP Crystal Reports,synthesized
32,NetSuite ERP,synthesized
32,Customer information control system CICS,synthesized
32,Sugar CRM,synthesized
32,Savant MobileRanger,synthesized
32,Mozilla Firefox,synthesized
33,Thermo ToxLab,synthesized
33,FileMaker Pro,synthesized
33,Integrated development environment IDE software,synthesized
33,Microsoft Word,synthesized
33,Triple G ULTRA Laboratory Information System,synthesized
33,Python,synthesized
33,PerkinElmer TurboMass,synthesized
33,BioArray Software Environment BASE,synthesized
33,National Instruments LabVIEW,synthesized
33,Medical Scientists HybridAI,synthesized
33,Waters Q-DIS/QM LIMS,synthesized
33,Waters Empower 2,synthesized
33,Microsoft Publisher,synthesized
33,LexisNexis,synthesized
33,Mathematics,synthesized
33,Linux,synthesized
33,ESRI ArcGIS software,synthesized
33,Monitoring,synthesized
33,IBM SPSS Statistics,synthesized
33,IBM Notes,synthesized
33,Active Listening,synthesized
33,Microsoft Excel,synthesized
33,Minitab,synthesized
33,Microsoft Office software,synthesized
33,Medical Scientists MediSave,synthesized
33,R,synthesized
33,Learning Strategies,synthesized
35,Splunk Enterprise,synthesized
35,Apache Pig,synthesized
35,Software as a service SaaS,synthesized
35,IBM Domino,synthesized
35,Atlassian JIRA,synthesized
35,Google Workspace software,synthesized
35,Microsoft Excel,synthesized
35,Extensible hypertext markup language XHTML,synthesized
35,Oracle Database,synthesized
35,Active Learning,synthesized
35,Microsoft Word,synthesized
35,Google Cloud software,synthesized
35,Ruby,synthesized
35,Kubernetes,synthesized
35,Oracle PeopleSoft,synthesized
35,Ansible software,synthesized
35,Scheduling software,synthesized
35,Active Listening,synthesized
35,Microsoft Visio,synthesized
35,SAP Business Objects,synthesized
35,SAP BusinessObjects Crystal Reports,synthesized
35,Microsoft SQL Server,synthesized
35,Linux,synthesized
35,Speaking,synthesized
35,Voice over internet protocol VoIP system software,synthesized
35,Security assertion markup language SAML,synthesized
35,Critical Thinking,synthesized
35,Writing,synthesized
35,Enterprise application integration EAI software,synthesized
35,IBM Cognos Impromptu,synthesized
35,Ab Initio,synthesized
35,Autodesk AutoCAD,synthesized
35,R,synthesized
35,Border Gateway Protocol BGP,synthesized
35,Monitoring,synthesized
35,Microsoft Project,synthesized
35,SAP Business One,synthesized
35,SAP software,synthesized
35,Graphics software,synthesized
35,Oracle Java,synthesized
35,Network directory services software,synthesized
35,WebEx Sales Center,synthesized
35,Firewall software,synthesized
35,MicroStrategy,synthesized
35,Microsoft Active Directory,synthesized
35,Database management software,synthesized
35,Microsoft PowerPoint,synthesized
35,Enterprise JavaBeans,synthesized
35,SAP Adaptive Server Enterprise,synthesized
35,Cisco Systems VPN Client,synthesized
35,Hyperion Solutions Hyperion System 9 Bi+,synthesized
35,Cisco Systems CiscoWorks,synthesized
35,PHP,synthesized
35,Python,synthesized
35,MapReduce big data software,synthesized
35,Hewlett Packard HP-UX,synthesized
35,Docker,synthesized
35,Structured query language SQL,synthesized
35,Shell script,synthesized
36,Active Listening,synthesized
36,Electronic medical record EMR software,synthesized
36,Science,synthesized
36,Reading Comprehension,synthesized
36,Microsoft Dynamics,synthesized
36,Patient satisfaction assessment software,synthesized
36,CareOne CareEnsure,synthesized
36,Data entry software,synthesized
36,eClinicalWorks EHR software,synthesized
36,Manhattan Cross Cultural Group Quality Interactions,synthesized
36,Google Docs,synthesized
